Samples,Methanobacteriaceae,Cohaesibacteraceae,UTPRO1,Nannocystaceae,Solirubrobacteraceae,Cardiobacteriaceae,Desulfomicrobiaceae,Syntrophobacteraceae,unclassified_Polyangiales,Sulfuricellaceae,unclassified_Luteitaleia,CAG.138,unclassified_Thermodesulfovibrionales,Ethanoligenenaceae,UBA1067,unclassified_Sphingobacteriales,Diplorickettsiaceae,X2.12/FULL.35.15,Methylophilaceae,SCN.69.37,Thermoanaerobaculaceae,Savagellaceae,Sulfurovaceae,Desulfomonilaceae,Akkermansiaceae,Thiovulaceae,Planctomycetaceae,Mitochondria,unclassified_Cyanobacteriia,unclassified_Cyanobacteriales,unclassified_Myxococcota,Vibrionaceae,OSC116,Methylococcaceae,unclassified_Pseudomonadales,Pelobacteraceae,Hydrogenophilaceae,unclassified_Verrucomicrobiae,Luteitaleaceae,unclassified_Desulfatiglanales,Chthoniobacteraceae,Anaerotignaceae,Cellulosilyticaceae,Turneriellaceae,Turicibacteraceae,unclassified_Syntrophales,unclassified_Actinobacteria,Dermatophilaceae,Exiguobacteraceae,Desulfobaccaceae,Treponemataceae_B,Saccharimonadaceae,Mucispirillaceae,Anaerofustaceae,unclassified_OPB41,unclassified_Chthoniobacterales,X2.02/FULL.66.22,Ilumatobacteraceae,CG2.30.64.16,UBA1381,unclassified_Microtrichales,Collierbacteraceae,Bacteriovoracaceae,Carnobacteriaceae,RBG.13.43.22,CAG.508,Paludibacteraceae,Nitrososphaeraceae,Nitrosopumilaceae,Pasteurellaceae,Filifactoraceae,Sphingomonadaceae,Desulfovibrionaceae,Xanthobacteraceae,Campylobacteraceae,Beijerinckiaceae,Erysipelatoclostridiaceae,Gastranaerophilaceae,Selenomonadaceae,Helcococcaceae,Erysipelotrichaceae,Flavobacteriaceae,Eubacteriaceae,Corynebacteriaceae,Anaerovoracaceae,Burkholderiaceae,Neisseriaceae,Moraxellaceae,Enterobacteriaceae,Rhodobacteraceae,Rhizobiaceae,Steroidobacteraceae,Pseudomonadaceae,Psychromonadaceae,Methylomonadaceae,Rhodanobacteraceae,Xanthomonadaceae,Clostridiaceae,Caulobacteraceae,Acetobacteraceae,Peptostreptococcaceae,Peptoniphilaceae,Ruminococcaceae,Lachnospiraceae,Leptotrichiaceae,Acidaminococcaceae,Negativicoccaceae,Actinomycetaceae,Geodermatophilaceae,Microbacteriaceae,Pseudonocardiaceae,Bifidobacteriaceae,Micrococcaceae,Dermabacteraceae,Veillonellaceae,Dialisteraceae,Paenibacillaceae,Gemellaceae,Staphylococcaceae,Mycoplasmataceae_B,Treponemataceae,Megasphaeraceae,Nocardioidaceae,Porphyromonadaceae,Chitinophagaceae,Eggerthellaceae,Coriobacteriaceae,Atopobiaceae,Bacteroidaceae,Ureaplasmataceae,Devosiaceae,Butyricicoccaceae,Oscillospiraceae,DTU089,Lactobacillaceae,Aerococcaceae,Enterococcaceae,Streptococcaceae,Fusobacteriaceae,Geobacteraceae,UBA660,Marinifilaceae,Weeksellaceae,Dysgonomonadaceae,Muribaculaceae,Hymenobacteraceae,Cyclobacteriaceae,Rikenellaceae,Tannerellaceae,Sphingobacteriaceae,Spirosomaceae,unclassified_Bacteria,Hyphomicrobiaceae,unclassified_Alphaproteobacteria,Prolixibacteraceae,unclassified_Betaproteobacteriales,unclassified_Bacteroidia,unclassified_Anaerolineales,unclassified_Anaerolineae,unclassified_Rhizobiales,MBNT15,UKL13.2,Reyranellaceae,unclassified_Proteobacteria,Desulfobulbaceae,Gemmatimonadaceae,unclassified_Pirellulales,unclassified_Chitinophagales,Saprospiraceae,unclassified_Actinobacteriota,unclassified_Desulfobacterales,unclassified_Flavobacteriales,unclassified_Oscillospirales,RBG.16.70.10,Desulfocapsaceae,Anaerolineaceae,unclassified_Xanthomonadales,CSP1.4,Polyangiaceae,unclassified_Gammaproteobacteria,Rhodomicrobiaceae,unclassified_Bacilli,Nitrospiraceae,unclassified_Geobacterales,Halomonadaceae,Halieaceae,unclassified_Desulfobacterota,envOPS12,Hyphomonadaceae,Rhodocyclaceae,Pyrinomonadaceae,unclassified_Luteitaleales,Opitutaceae,unclassified_Clostridia,Christensenellaceae,OLB5,unclassified_Lachnospirales,unclassified_Actinomycetales,unclassified_Bacillales,Bacillaceae_A,Caldibacillaceae,unclassified_Desulfuromonadales,Holophagaceae,unclassified_Lactobacillales,unclassified_Bacteroidota,vadinHA17,Solibacteraceae,Pedosphaeraceae,unclassified_Pedosphaerales,UBA2206,UBA932,unclassified_Bacteroidales,Fimbriimonadaceae,unclassified_Ignavibacteriales,Ignavibacteriaceae,Propionibacteriaceae,Barnesiellaceae,unclassified_Cytophagales
100015.c.052,0,0,0,0,0,0,0,0,0,0,0,0,0,1.055602007,0,0,0,0,0,0,0,0,0,0,0.015677258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276964883,0,0,0,3.22951505,0,0.825668896,0,0.637541806,1.896948161,0,0,0,0.371028428,0,0,0,0,0,0,0,0,0,0,0.094063545,0,0,0,0.433737458,0,0.909280936,0.245610368,0,0,0,0.799540134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088837793,0,0,0,0,0,2.665133779,0,1.651337793,0,0,0,0,0,3.088419732,0,0,0,0,0,0,0,0,78.3235786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.377717391,0,0,0,0,0,0,0,0,0,0,0,0,0,1.013795987,0,0,0,0,0,0
100016.c.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.937586341,0,0,0,0.37547377,0,0.010626616,0,0.007084411,2.02259927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75094754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017711027,0,0,0,0,0,0,0,91.82104778,0.074386313,0,0,0,0,0,0,0,0,0,0,0,0,0,2.982536927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100016.c.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026732607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.11728931,0,0,0,0.928958097,0,0,0,0,21.69351066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9423244,0,0,0,0,0,0,0.100247277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.29887055,0.334157589,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55790951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100016.c.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.97619928,0,0,0,0.199571291,0,0,0,0.036957647,2.047453618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.552221155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.16253973,0.266095055,0,0,0,0,0,0,0,0,0,0,0,0,0,8.758962229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100016.c.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480527463,0,0,0,0.089400458,0,0,0,11.67234732,0,0,0,0,0,0.648153322,0,0.324076661,0.12292563,0,0,0,0.100575515,0,0,0,0,0,0.106163044,0.094987987,0,0,0,0,0,0,0,1.039280326,0,0.312901604,0,0,0,0,0,0,0.318489132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.67614684,0,0,0,0,0,0.173213388,0,0,0,0,0,0,0.20673856,0.195563502,16.3714589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067050344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100016.c.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26758778,0,0,0,0.1140829,0.101407022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735200913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152110534,0,0.088731145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.54087971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050.c.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048045425,0.021838829,0,0,0,0,0,0,0.048045425,88.67438305,0,0,0,0,0,0,0,0,0.048045425,0,0,0,0.165975104,0,0.048045425,0,0,0.048045425,0,0,0,0,0,0,0,9.412535488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030574361,0,0,0,0,0,0,0,0.17034287,1.227342214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056780957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100050.c.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.344274761,0.012673468,0,0,0,0,0,0,0,52.74697421,0,0,0,0,0,0,0,0,3.884417971,0,0,0,0,0,0.022178569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.81522084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057030606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11722958,0,0
100050.c.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03973181,0,0,1.266451453,0.03973181,0,0,0.367519245,0,0,0,0,78.2418674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019865905,0.03973181,0,0,0,0.029798858,0,0,0,0.163893717,0,0,0,0.009932953,0,0,0,0,0,0,0,0,0,0.009932953,0,0,0,0,0,0,0.019865905,0.084430097,0,0,0,19.37422399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263223243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029798858,0,0
100001.c.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.13135469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07346459,0,0,0,0,0,0,0,22.65647958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154275639,0,0,0,0,0,0,0,0.984425507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001.c.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018702076,0,0,0,0,85.2954928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107536937,0,0,11.33813353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149616607,0,0,0,0,0,0,0,3.043762858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028053114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018702076,0,0
100001.c.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708606982,0,3.015900449,0,7.293466989,46.89768406,0,0,0,3.9146215,0,0,0,0.198755617,0,0,0,0,0,0.034566194,0.42343588,0,0,0,0,0,0,0,0.12098168,0.354303491,0,2.799861735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.69858279,0,0,0,0,0,4.605945385,0,0,0,0,0,0,0,0,0.933287245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001.c.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.68838219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.115936784,0,0,0,0,10.15804078,0,0,2.153456388,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6102063,0,0,0,0,0,0,0,11.27397756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100001.c.070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14337407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034136683,16.74745682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034136683,0.068273367,0,0,0.648596982,0,0,0,0,45.68170957,0,0,0.068273367,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044582508,0,0,0,0,0,0,0,35.31098518,0,0,0,0,0,0,0,0,0,0,0.034136683,0,0,0,0.14337407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04096402,0,0
100003.c.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183308173,0,0,0,1.606642226,0.528358853,0,1.35863705,0.194091007,0,0,0.301919344,0,0.17252534,0,3.914168644,9.305585508,0,0,0,1.671339228,0,0,0,0.614621523,0.204873841,0,0,0,0,3.666163468,32.75824887,0,0,0,0,0,0,0,17.75932715,0,0,0,0.668535691,0,0,0,0,0,2.577097261,0,0,0,0.711667026,2.771188268,0,3.525986629,0,0,0.539141686,0,3.148587449,0,0,0.129394005,1.056717705,0,0,0,0,0.075479836,0,0,0,0,0,0.064697002,0,0,8.960534829,0,0,0,0,0.301919344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226439508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700884192,0,0,0.215656675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08626267,0,0
100004.c.060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.863720591,0,0,0,0,0,0,0,0.028075692,92.85754394,0,0,0,0,0,0,0,0,0.028075692,0,0,1.021955191,0.022460554,0,0.039305969,0,0,0,0,0,0,0,0.112302768,0.016845415,0,1.353248358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050536246,0,0,0,0,0,0,0,1.465551126,0,0.044921107,0,0,0,0.028075692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044921107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022460554,0,0
100005.c.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.699877644,0,0.013109596,0,0,0,0,0,0,0,0.262191924,0,0,0,0.043698654,0,0,0.314630309,0.126726097,25.30589058,0,0,0,0.301520713,0,0,0,0.030589058,6.886907883,0,0,0,0,0,0,0,0,0.043698654,0.144205558,0,0,0,2.897220766,0.013109596,0,10.59692361,0,0,0,0,0,0,0.052438385,0,0,0,0.170424751,0,0,48.33945114,0,0,0,0,0,0.812794966,0,1.258521238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686068869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100005.c.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054374691,0,0.049431537,1.433514582,0,0,0,0,0,0,0.197726149,0,36.21848739,0,0,0,0,0,0,0,0,0.173010381,0,0,3.830944142,0,0,0.242214533,0,0,0,1.255561048,0,0,0,14.92338112,0,0,27.8200692,0,0,0,0,0,0,0,0,0,0,0.182896688,0,0,0,0,0,0,0,0,11.39396935,0,0.266930302,0,1.171527435,0,0,0,0,0,0,0,0,0,0,0,0,0.785961443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100051.c.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015845977,0,0,0,0,0,0,0,0.071306897,52.37887731,0,0,0,0,0,0,0,0,14.05934318,0,0,1.105256903,0.007922989,0,0,0,0,0,0.043576437,0,0,0,0.182228737,0,0,17.3671909,0,0,0.11092184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.98973973,0,0.087152874,0,0,0,0,0,0,0,0,0,0,0,0,1.580636216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100051.c.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333210739,0,0,0,0,0,0,0,0.022986392,51.49411548,0,0,0,0,0,0,0,0,0,0,0,0,8.904928282,0,0,0,0,0,0.234461199,0,0,0,0.147112909,0,0,2.652629643,4.965060684,0,0.193085693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73299007,0.285031261,16.93177639,0,0,0,0,0,0,0,0,0,0,0,0,9.102611254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100052.c.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.16312123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065454205,0,0,0,0,0,0,0,0.434802936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056103605,0,0,0,0,0,0.158960213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12155781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100053.c.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.90448838,0,0,0,0,0,0,0,0,8.252070532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277184077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016697836,0,0,0,0,0,0,0,0.988511889,0.400748063,0,0,0.010018702,0,0,0,0,0,0,0,0,0,0,0.150280524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100053.c.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12033091,0,0,0,0,0,0,0,0,96.50538982,0,0,0,0,0,0,0,0,1.303584858,0.010027576,0,0,0,0.015041364,0.030082728,0,0,0,0,0,0,0,0.200551517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010027576,0.020055152,0,0,0,0,0,0,0,1.303584858,0.431185761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050137879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
