Samples,Methanobacteriaceae,Cohaesibacteraceae,UTPRO1,Nannocystaceae,Solirubrobacteraceae,Cardiobacteriaceae,Desulfomicrobiaceae,Syntrophobacteraceae,unclassified_Polyangiales,Sulfuricellaceae,unclassified_Luteitaleia,CAG.138,unclassified_Thermodesulfovibrionales,Ethanoligenenaceae,UBA1067,unclassified_Sphingobacteriales,Diplorickettsiaceae,X2.12/FULL.35.15,Methylophilaceae,SCN.69.37,Thermoanaerobaculaceae,Savagellaceae,Sulfurovaceae,Desulfomonilaceae,Akkermansiaceae,Thiovulaceae,Planctomycetaceae,Mitochondria,unclassified_Cyanobacteriia,unclassified_Cyanobacteriales,unclassified_Myxococcota,Vibrionaceae,OSC116,Methylococcaceae,unclassified_Pseudomonadales,Pelobacteraceae,Hydrogenophilaceae,unclassified_Verrucomicrobiae,Luteitaleaceae,unclassified_Desulfatiglanales,Chthoniobacteraceae,Anaerotignaceae,Cellulosilyticaceae,Turneriellaceae,Turicibacteraceae,unclassified_Syntrophales,unclassified_Actinobacteria,Dermatophilaceae,Exiguobacteraceae,Desulfobaccaceae,Treponemataceae_B,Saccharimonadaceae,Mucispirillaceae,Anaerofustaceae,unclassified_OPB41,unclassified_Chthoniobacterales,X2.02/FULL.66.22,Ilumatobacteraceae,CG2.30.64.16,UBA1381,unclassified_Microtrichales,Collierbacteraceae,Bacteriovoracaceae,Carnobacteriaceae,RBG.13.43.22,CAG.508,Paludibacteraceae,Nitrososphaeraceae,Nitrosopumilaceae,Pasteurellaceae,Filifactoraceae,Sphingomonadaceae,Desulfovibrionaceae,Xanthobacteraceae,Campylobacteraceae,Beijerinckiaceae,Erysipelatoclostridiaceae,Gastranaerophilaceae,Selenomonadaceae,Helcococcaceae,Erysipelotrichaceae,Flavobacteriaceae,Eubacteriaceae,Corynebacteriaceae,Anaerovoracaceae,Burkholderiaceae,Neisseriaceae,Moraxellaceae,Enterobacteriaceae,Rhodobacteraceae,Rhizobiaceae,Steroidobacteraceae,Pseudomonadaceae,Psychromonadaceae,Methylomonadaceae,Rhodanobacteraceae,Xanthomonadaceae,Clostridiaceae,Caulobacteraceae,Acetobacteraceae,Peptostreptococcaceae,Peptoniphilaceae,Ruminococcaceae,Lachnospiraceae,Leptotrichiaceae,Acidaminococcaceae,Negativicoccaceae,Actinomycetaceae,Geodermatophilaceae,Microbacteriaceae,Pseudonocardiaceae,Bifidobacteriaceae,Micrococcaceae,Dermabacteraceae,Veillonellaceae,Dialisteraceae,Paenibacillaceae,Gemellaceae,Staphylococcaceae,Mycoplasmataceae_B,Treponemataceae,Megasphaeraceae,Nocardioidaceae,Porphyromonadaceae,Chitinophagaceae,Eggerthellaceae,Coriobacteriaceae,Atopobiaceae,Bacteroidaceae,Ureaplasmataceae,Devosiaceae,Butyricicoccaceae,Oscillospiraceae,DTU089,Lactobacillaceae,Aerococcaceae,Enterococcaceae,Streptococcaceae,Fusobacteriaceae,Geobacteraceae,UBA660,Marinifilaceae,Weeksellaceae,Dysgonomonadaceae,Muribaculaceae,Hymenobacteraceae,Cyclobacteriaceae,Rikenellaceae,Tannerellaceae,Sphingobacteriaceae,Spirosomaceae,unclassified_Bacteria,Hyphomicrobiaceae,unclassified_Alphaproteobacteria,Prolixibacteraceae,unclassified_Betaproteobacteriales,unclassified_Bacteroidia,unclassified_Anaerolineales,unclassified_Anaerolineae,unclassified_Rhizobiales,MBNT15,UKL13.2,Reyranellaceae,unclassified_Proteobacteria,Desulfobulbaceae,Gemmatimonadaceae,unclassified_Pirellulales,unclassified_Chitinophagales,Saprospiraceae,unclassified_Actinobacteriota,unclassified_Desulfobacterales,unclassified_Flavobacteriales,unclassified_Oscillospirales,RBG.16.70.10,Desulfocapsaceae,Anaerolineaceae,unclassified_Xanthomonadales,CSP1.4,Polyangiaceae,unclassified_Gammaproteobacteria,Rhodomicrobiaceae,unclassified_Bacilli,Nitrospiraceae,unclassified_Geobacterales,Halomonadaceae,Halieaceae,unclassified_Desulfobacterota,envOPS12,Hyphomonadaceae,Rhodocyclaceae,Pyrinomonadaceae,unclassified_Luteitaleales,Opitutaceae,unclassified_Clostridia,Christensenellaceae,OLB5,unclassified_Lachnospirales,unclassified_Actinomycetales,unclassified_Bacillales,Bacillaceae_A,Caldibacillaceae,unclassified_Desulfuromonadales,Holophagaceae,unclassified_Lactobacillales,unclassified_Bacteroidota,vadinHA17,Solibacteraceae,Pedosphaeraceae,unclassified_Pedosphaerales,UBA2206,UBA932,unclassified_Bacteroidales,Fimbriimonadaceae,unclassified_Ignavibacteriales,Ignavibacteriaceae,Propionibacteriaceae,Barnesiellaceae,unclassified_Cytophagales
100004.c.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049380974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01410885,90.14496843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038799337,0,0,0,0,0,0,0,0.031744912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049380974,0,0,0,0,0.010581637,0,0,2.980494515,1.139289619,0,0,0,0,0,0,0.038799337,0,0,0,0,0,0,5.481288138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021163275,0,0
100004.c.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03096934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.04758955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041292454,0,0,0,0,0,0,0,0,0.092908021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.192319604,0.449055435,0,0,0,0,0,0,0,0,0,0,0,0,0,1.145865593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100004.c.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035504159,92.22966119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040576182,0,0,0,0,0,0,0,0.040576182,0.05579225,0,0,0.025360114,0,0,0,0,0,0,0,0,0,0,0,0,0.040576182,0,0,0,0,0,0,0,0,0.060864273,0,0,0.040576182,0,0,0,0,0,0,0,0,0,0,7.303712721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126800568,0,0
100004.c.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.5055861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094579417,0,0,0,0,0,0,0,0,0,0,0,0,0,8.399834486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100005.c.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.76582924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.215629925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018540836,0,0,0,0,0,0
100010.c.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079607271,0,0,0,0,0,0,0,0,0,2.078634293,0,0,0,0,0,0,0,0,61.27548538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1455044,0,0,0,0,0,0,0,0,0.008845252,0,26.09349432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11498828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203440803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010.c.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016406891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.7514356,0,0,0,0,0,0,0,0,0,0,0,0.262510254,0,0,0,0,0,0,0,0,0,0,0,0,0,1.968826907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027344818,0,0,0,0.049220673,0,0,0,0.546896363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366420563,0,0,0,0,0,0,0,0.010937927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100011.c.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030733296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030733296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061466593,50.50709939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.82525048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42793042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116786527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100011.c.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064381933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.72622821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.10875594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931061807,0.049524564,0,0,0,0,0,0,0,0,0,0,0,0,0,3.120047544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100011.c.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017059994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.78390674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039806653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159226614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100011.c.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.79474775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.78299931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.408431237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100011.c.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.185504798,0,0,0,0,9.576971818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229316275,0,0,0,0,0,0,0,0,0,0,0,0,0,84.00820711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100012.c.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035049459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.41077966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031155074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.24262014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280395669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100012.c.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103794257,0,0,0,0.582401107,0.1210933,0,0,0,0.017299043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017299043,0,0,0,0,0,0,0,0.080728866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.07738438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100012.c.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018219361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115389287,0,0,0,0,0,0,0,0,0,0,0,0,0,11.18668772,0,7.251305721,0,0.054658083,0.145754889,0,0,0,0.048584963,0,0,0,0.066804324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060731204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139681768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.68747723,0,0,0,0.224705454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100012.c.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045162585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025090325,0,0,0,0,0,0,0,0,0,0,0,77.58430349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03010839,0,0,0,0,0,0,0,0,0,0,22.27017262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045162585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100012.c.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042236418,0,0,0.591309857,0,0,0,0.105591046,49.3690935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021118209,0,0,0.718019112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031677314,0,0,0,0,0.095031941,0,0,0,0,0,0,0,0,49.0259226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100012.c.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02381803,0.053590568,0,0,0.02381803,0,0,0.166726212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029772538,0,0.273907348,2.060259617,0,0,0,0,0,0,0,0.160771704,0,0,0,0.119090151,0,0,0,0,0,0,0,0,0,0,0.02381803,0,0.04763606,0,0,0,0,0.238180302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.77861141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100014.c.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.57790228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42209772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100014.c.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017869907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.77555397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053609721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053609721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366333095,0,0,0,0,0,0,0,0,0,0.022337384,0,0,0,88.7106862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100014.c.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012086783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024173566,0,0,0,0.042303741,0.163171572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.75826434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100014.c.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053558677,0,0,0,0,0,0,0,0.22018567,0,0,0,0.714115687,13.03261128,0,0,0,0,0,0,0,0.089264461,0,0,0,0,0,0,0.023803856,0,0,0,0.243989526,0,0,0.398714592,0,0,0,10.02737443,0,0,0,0,0,0,0,0.089264461,0,0,0,0,0,0,0,0,0,0,0,0,0,16.97810045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.41490121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136872173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577243513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100015.c.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029893877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.733844851,0,0,0,0.024911564,0.388620398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.356633949,0,0,0,0,0,0,0.039858502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.48154053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.944696328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100015.c.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026743927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.020726543,0,0,0,0.017829285,44.12302206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035658569,0,0,0,7.474927569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.45397816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.84711388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
